,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
614,IT: Web Development,CFO4You,"New York, NY",Estimated $62.6K - $79.2K a year,"Have UX, MVC, project cycle experience.
Server-side AND Client/DOM manipulation.
New York City (Tri-State), Part/Full-time / Offsite, $$$ commensurate with…",Posted30+ days ago,2022-05-05
615,"Sr. Software Engineer, Full-Stack (REMOTE)",NAVIENT,"Remote in Perry, NY+2 locations",N/A,"Working knowledge of delivery of software (CI/CD): Azure DevOps preferred.
Assist in reviewing other developer’s code.
NET Core, and SQL Server (2012 or newer).",Posted30+ days ago,2022-05-05
616,new,Raydiant,"Hybrid remote in Amsterdam, NY",Estimated $100K - $127K a year,"Strong understanding of software development lifecycle and best practices.
3-5 years of experience with strong architectural and system design skills in backend…",Posted6 days ago,2022-05-05
617,Software Engineer Manager (Hybrid),"INFICON, Inc.","East Syracuse, NY 13057",Estimated $115K - $146K a year,"Manages and leads an agile team of software engineers.
We are looking to hire an agile-minded Software Engineering manager to lead our existing Software…",Posted30+ days ago,2022-05-05
618,Senior Research Engineer,New York University,"Brooklyn, NY",N/A,"This person must have experience building and maintaining large-scale research data collection and analysis pipelines, technical products in the social impact…",Posted23 days ago,2022-05-05
619,"Technical Lead, Speech Annotation",Google,"Hybrid remote in New York, NY+2 locations",N/A,"5 years of experience testing and launching software products.
We're looking for engineers who bring fresh ideas from all areas, including information retrieval…",Posted22 days ago,2022-05-05
620,Senior Software Engineer. - 100% REMOTE,Virbela,"Remote in New York, NY 10004",Estimated $126K - $159K a year,"NET software engineering and design in areas relevant to the development of virtual world platforms.
Lead programming on projects with supporting engineers.",Posted30+ days ago,2022-05-05
621,Java Software Engineer,Accenture,"Hybrid remote in New York, NY+2 locations",N/A,"Minimum of 1 years of experience with Java 8 or higher.
Bachelor's degree or equivalent (minimum 12 years) work experience.",Posted30+ days ago,2022-05-05
622,DevOps / Software Engineer (w) Huron Experience,Apexon,"Remote in New York, NY 10001",N/A,DevOps engineer who will join the team which supports all software application responsible for research administration.,Posted30+ days ago,2022-05-05
623,Full Stack PHP Engineer,JCDecaux North America,"New York, NY 10118 (Chelsea area)",Estimated $112K - $142K a year,"In addition, through the development and maintenance of our mobile platform, this position will be a great opportunity to get hands-on Android development…",Posted14 days ago,2022-05-05
624,"Full Stack Software Engineer, MongoDB - Trello",Atlassian,"New York, NY+1 location",Estimated $111K - $141K a year,"Experience building and managing large scale, high impact systems on AWS or other cloud infrastructure.
Deep expertise and real-world experience operating large…",Posted21 days ago,2022-05-05
625,Software Developer,SVAM International Inc.,"Great Neck, NY 11023 (Great Neck Village area)",Estimated $74.8K - $94.8K a year,"Requires a Bachelor’s Degree in Computer Science, Computer Engineering, or Information Technology, and 1 year of experience in Sharepoint, Visual Studio, and…",Posted30+ days ago,2022-05-05
626,Jr Web Developer,Trailblaze Growth Advisors,"New York, NY",Estimated $109K - $138K a year,"A minimum of 5 years professional application development and operation experience in a production setting.
Designing, developing, and testing WP and other CMS…",Posted30+ days ago,2022-05-05
627,iOS Engineer -Apple Wallet,Apple,"New York, NY+8 locations",N/A,"Excellent understanding of optimization and performance issues across OS software layers.
As an engineer on our team, your responsibilities will range from high…",Posted30+ days ago,2022-05-05
628,"Software Engineer, Test (Python)",Axoni,"New York, NY",Estimated $105K - $133K a year,"A software engineer with strong knowledge in algorithms and data structures.
If you hold an engineering background and enjoy providing end-to-end solutions to…",Posted30+ days ago,2022-05-05
629,Associate Software Developer (REMOTE),NYISO,"Remote in Rensselaer, NY 12144",Estimated $73.7K - $93.3K a year,"Development of automated unit and functional tests for custom software products.
Development, maintenance, and integration of custom software products.",Posted30+ days ago,2022-05-05
630,Senior Software Engineer,Wework,"New York, NY",N/A,"You will have the opportunity to work with Kotlin, Java, springboot, java-graphql, Typescript, React, Apollo.
Demonstrated architecture skills at a multi-system…",Posted30+ days ago,2022-05-05
631,"Staff Software Engineer, Interoperability",Unite Us,"Remote in New York, NY",Estimated $135K - $171K a year,"Closely partner with engineers, CTO, Product Owners, Agile Delivery Managers, and Technical Product Managers to build reusable and scalable components.",Posted30+ days ago,2022-05-05
632,Senior Associate Software Engineer– Advisory Data Organizati...,KPMG,"New York, NY+6 locations",N/A,"Bachelor's degree or higher from an accredited college/university in Computer Science, Mathematics, Computer Engineering, Statistics or a similar field.",Posted30+ days ago,2022-05-05
633,Backend Software Engineer - Mid to Senior (US Remote),EdenHealth,"Remote in New York, NY",Estimated $126K - $159K a year,"Engage in the entire life cycle of product engineering, including (but not limited to) sprint planning, retrospectives, on-call rotation, and deploying software…",Posted23 days ago,2022-05-05
634,Software Engineer,Amerisave Mortgage Corporation,"New York, NY",N/A,"Proficiency with at least one of the web backend technologies like Spring, ASP.net core, Express, Fastify etc.
$10,000 Sign On Bonus *.",Posted30+ days ago,2022-05-05
635,Back-End Engineer,Fox Corporation,"New York, NY+1 location",N/A,"Build and maintain Javascript driven web applications with both in-house and open source frameworks.
Work on other backend programming languages, at least with…",Posted30+ days ago,2022-05-05
636,Senior Software Engineer - Fullstack,BigSpring,"New York, NY",Estimated $149K - $189K a year,"Demonstrated experience shipping software as part of a small team.
Additionally, we have several web applications and tools supporting content management,…",Posted30+ days ago,2022-05-05
637,User Support Associate,Jumbo Privacy,"Remote in New York, NY",Estimated $52.6K - $66.6K a year,We are looking for a User Support Associate to provide customers with the best support experience of their lives while using our app.,Posted30+ days ago,2022-05-05
638,Web Performance Engineer,Tapestry,"New York, NY",N/A,Strategic Agility: Sees ahead clearly; can anticipate future consequences and trends accurately; has broad knowledge and perspective; is future oriented; can…,Posted30+ days ago,2022-05-05
639,.NET Software Engineer- Mobile,Tyler Technologies,"Latham, NY 12110",Estimated $84.5K - $107K a year,"Work through all phases of the software development life cycle, including research, design, analysis, requirements, implementation, test automation, and…",Posted30+ days ago,2022-05-05
640,Backend Engineer,Reach Progress PBC,"New York, NY",N/A,"You are comfortable across the stack knowing your way around server-side web frameworks, leveraging relational databases to get the job done, provisioning and…",Posted27 days ago,2022-05-05
641,"Senior Software Engineer, Test",Roku,"New York, NY 10001 (Garment District area)",Estimated $127K - $161K a year,"You will also be working very closely with product owners, end users and the development team to identify critical business scenarios, integration points and…",Posted30+ days ago,2022-05-05
642,Software Developer - Structural,Computers & Structures,"New York, NY 10036 (Midtown area)",Estimated $90.9K - $115K a year,"For all software development engineers, excellent programming skills are required, including the ability to work as part of a team and to use a variety of…",Posted30+ days ago,2022-05-05
643,new,GTS,"New York, NY 10022 (Midtown area)",N/A,You will work alongside a very experienced team to develop and own our suite of data engineering tools crunching millions of records per-day to analyze the firm…,Posted5 days ago,2022-05-05
644,new,Medidata Solutions,"New York, NY 10014 (West Village area)",Estimated $96.2K - $122K a year,"Work closely with Agile team members, collaborating with testers to ensure quality and with product managers to turn great ideas into detailed requirements.",PostedToday,2022-05-05
645,Software Engineering Manager — Payments Platform,Apple,"New York, NY+2 locations",N/A,"At least 5+ years hands-on software development experience.
Strong programming expertise in Java including both object-oriented and functional techniques.",Posted13 days ago,2022-05-05
646,"Java Developer, Equities","Jefferies & Company, Inc.","New York, NY 10162 (Upper East Side area)+1 location",Estimated $99.2K - $126K a year,"Front-office development & support of java based applications.
Java - expert level, looking for a highly technical developer.",Posted30+ days ago,2022-05-05
647,SOFTWARE DEVELOPER LEAD,Brandon Systems,"Farmingdale, NY",Estimated $105K - $132K a year,"Energetic self-starter with knowledge of object-oriented programming in C# or similar language.
Be able to conceptualize full project life cycle.",Posted30+ days ago,2022-05-05
